Total Lengths per Chromosome:
Chromosome: PYGN01006491.1, Total Length: 12493
Chromosome: PYGN01014146.1, Mean Length: 2532.0
Chromosome: PYGN01005310.1, Mean Length: 13029.0
Chromosome: PYGN01002367.1, Mean Length: 52855.0
Chromosome: PYGN01008771.1, Mean Length: 11041.0
Chromosome: PYGN01012125.1, Mean Length: 6110.0
Chromosome: PYGN01020210.1, Mean Length: 1069.0
Chromosome: PYGN01006155.1, Mean Length: 6722.0
Chromosome: PYGN01010774.1, Mean Length: 4820.0
Chromosome: PYGN01012070.1, Mean Length: 4086.0
Chromosome: PYGN01001669.1, Mean Length: 47577.8
Chromosome: PYGN01006198.1, Mean Length: 13134.0
Chromosome: PYGN01012729.1, Mean Length: 3485.0
Chromosome: PYGN01005946.1, Mean Length: 12219.0
Chromosome: PYGN01019759.1, Mean Length: 1398.0
Chromosome: PYGN01007990.1, Mean Length: 14235.0
Chromosome: PYGN01000257.1, Mean Length: 50221.28571428572
Chromosome: PYGN01007511.1, Mean Length: 7100.5
Chromosome: PYGN01020674.1, Mean Length: 1935.0
Chromosome: PYGN01013547.1, Mean Length: 5449.0
Chromosome: PYGN01022032.1, Mean Length: 1463.0
Chromosome: PYGN01001734.1, Mean Length: 18235.615384615383
Chromosome: PYGN01021120.1, Mean Length: 1999.0
Chromosome: PYGN01004708.1, Mean Length: 12168.0
Chromosome: PYGN01022280.1, Mean Length: 1323.0
Chromosome: PYGN01000713.1, Mean Length: 17303.3
Chromosome: PYGN01023113.1, Mean Length: 1085.0
Chromosome: PYGN01013808.1, Mean Length: 2584.0
Chromosome: PYGN01022743.1, Mean Length: 1213.0
Chromosome: PYGN01007315.1, Mean Length: 5056.0
Chromosome: PYGN01010557.1, Mean Length: 8400.0
Chromosome: PYGN01006091.1, Mean Length: 11675.0
Chromosome: PYGN01015201.1, Mean Length: 3603.0
Chromosome: PYGN01020426.1, Mean Length: 1024.0
Chromosome: PYGN01010943.1, Mean Length: 5998.0
Chromosome: PYGN01014938.1, Mean Length: 3937.0
Chromosome: PYGN01023403.1, Mean Length: 1374.0
Chromosome: PYGN01004407.1, Mean Length: 9226.0
Chromosome: PYGN01018763.1, Mean Length: 1425.0
Chromosome: PYGN01021503.1, Mean Length: 1106.0
Chromosome: PYGN01002478.1, Mean Length: 76133.0
Chromosome: PYGN01007869.1, Mean Length: 8668.0
Chromosome: PYGN01018173.1, Mean Length: 3728.0
Chromosome: PYGN01023570.1, Mean Length: 1500.0
Chromosome: PYGN01010799.1, Mean Length: 4009.0
Chromosome: PYGN01006282.1, Mean Length: 7719.0
Chromosome: PYGN01003680.1, Mean Length: 27796.0
Chromosome: PYGN01018805.1, Mean Length: 1326.0
Chromosome: PYGN01009618.1, Mean Length: 3405.0
Chromosome: PYGN01013018.1, Mean Length: 2808.0
Chromosome: PYGN01017351.1, Mean Length: 4122.0
Chromosome: PYGN01000622.1, Mean Length: 67767.77777777778
Chromosome: PYGN01021520.1, Mean Length: 1368.0
Chromosome: PYGN01024681.1, Mean Length: 1256.0
Chromosome: PYGN01010454.1, Mean Length: 4889.0
Chromosome: PYGN01001217.1, Mean Length: 154904.5
Chromosome: PYGN01004904.1, Mean Length: 17214.0
Chromosome: PYGN01007183.1, Mean Length: 8532.0
Chromosome: PYGN01021461.1, Mean Length: 982.0
Chromosome: PYGN01006285.1, Mean Length: 11079.0
Chromosome: PYGN01012401.1, Mean Length: 4228.0
Chromosome: PYGN01009227.1, Mean Length: 5095.0
Chromosome: PYGN01013682.1, Mean Length: 9236.0
Chromosome: PYGN01017835.1, Mean Length: 1389.0
Chromosome: PYGN01015796.1, Mean Length: 6933.0
Chromosome: PYGN01011505.1, Mean Length: 7004.0
Chromosome: PYGN01008914.1, Mean Length: 8132.0
Chromosome: PYGN01004975.1, Mean Length: 13102.0
Chromosome: PYGN01006066.1, Mean Length: 13059.0
Chromosome: PYGN01009041.1, Mean Length: 8108.0
Chromosome: PYGN01006545.1, Mean Length: 9134.0
Chromosome: PYGN01015551.1, Mean Length: 10814.0
Chromosome: PYGN01008859.1, Mean Length: 12452.0
Chromosome: PYGN01021624.1, Mean Length: 1163.0
Chromosome: PYGN01016724.1, Mean Length: 5385.0
Chromosome: PYGN01017169.1, Mean Length: 2393.0
Chromosome: PYGN01002813.1, Mean Length: 16084.0
Chromosome: PYGN01014354.1, Mean Length: 4199.0
Chromosome: PYGN01017640.1, Mean Length: 1559.0
Chromosome: PYGN01007160.1, Mean Length: 10032.0
Chromosome: PYGN01007178.1, Mean Length: 17758.0
Chromosome: PYGN01014166.1, Mean Length: 3661.0
Chromosome: PYGN01003242.1, Mean Length: 5934.5
Chromosome: PYGN01020079.1, Mean Length: 2528.0
Chromosome: PYGN01003662.1, Mean Length: 20714.0
Chromosome: PYGN01001315.1, Mean Length: 29093.285714285714
Chromosome: PYGN01008482.1, Mean Length: 4484.0
Chromosome: PYGN01001172.1, Mean Length: 30004.69230769231
Chromosome: PYGN01023353.1, Mean Length: 1305.0
Chromosome: PYGN01001611.1, Mean Length: 48590.25
Chromosome: PYGN01000728.1, Mean Length: 110602.8
Chromosome: PYGN01020902.1, Mean Length: 1263.0
Chromosome: PYGN01009892.1, Mean Length: 4984.0
Chromosome: PYGN01013633.1, Mean Length: 2506.0
Chromosome: PYGN01000790.1, Mean Length: 19794.458333333332
Chromosome: PYGN01006239.1, Mean Length: 10634.0
Chromosome: PYGN01007957.1, Mean Length: 4540.0
Chromosome: PYGN01000097.1, Mean Length: 81646.04761904762
Chromosome: PYGN01014592.1, Mean Length: 4389.0
Chromosome: PYGN01002691.1, Mean Length: 36979.0
Chromosome: PYGN01018364.1, Mean Length: 3426.0
Chromosome: PYGN01022277.1, Mean Length: 1648.0
Chromosome: PYGN01003698.1, Mean Length: 10188.5
Chromosome: PYGN01001103.1, Mean Length: 18085.352941176472
Chromosome: PYGN01004441.1, Mean Length: 6691.5
Chromosome: PYGN01021539.1, Mean Length: 1026.0
Chromosome: PYGN01016462.1, Mean Length: 2369.0
Chromosome: PYGN01001660.1, Mean Length: 38321.0
Chromosome: PYGN01001553.1, Mean Length: 43505.5
Chromosome: PYGN01019994.1, Mean Length: 1174.0
Chromosome: PYGN01006289.1, Mean Length: 5224.0
Chromosome: PYGN01018714.1, Mean Length: 9600.0
Chromosome: PYGN01012172.1, Mean Length: 6128.0
Chromosome: PYGN01009424.1, Mean Length: 8350.0
Chromosome: PYGN01002623.1, Mean Length: 18364.25
Chromosome: PYGN01023396.1, Mean Length: 7316.0
Chromosome: PYGN01016207.1, Mean Length: 2670.0
Chromosome: PYGN01005048.1, Mean Length: 16949.0
Chromosome: PYGN01022717.1, Mean Length: 3415.0
Chromosome: PYGN01007259.1, Mean Length: 13522.0
Chromosome: PYGN01024383.1, Mean Length: 2044.0
Chromosome: PYGN01021382.1, Mean Length: 1950.0
Chromosome: PYGN01006217.1, Mean Length: 12649.0
Chromosome: PYGN01016717.1, Mean Length: 5511.0
Chromosome: PYGN01002378.1, Mean Length: 43151.2
Chromosome: PYGN01012379.1, Mean Length: 8045.0
Chromosome: PYGN01002636.1, Mean Length: 59333.0
Chromosome: PYGN01000625.1, Mean Length: 82648.375
Chromosome: PYGN01017318.1, Mean Length: 5265.0
Chromosome: PYGN01013091.1, Mean Length: 4660.0
Chromosome: PYGN01003401.1, Mean Length: 23930.0
Chromosome: PYGN01010580.1, Mean Length: 5305.0
Chromosome: PYGN01013124.1, Mean Length: 4286.0
Chromosome: PYGN01018375.1, Mean Length: 1547.0
Chromosome: PYGN01020163.1, Mean Length: 3843.0
Chromosome: PYGN01009737.1, Mean Length: 3422.0
Chromosome: PYGN01016140.1, Mean Length: 3334.0
Chromosome: PYGN01008606.1, Mean Length: 18710.0
Chromosome: PYGN01004090.1, Mean Length: 10252.0
Chromosome: PYGN01009283.1, Mean Length: 3030.0
Chromosome: PYGN01001379.1, Mean Length: 33728.333333333336
Chromosome: PYGN01003254.1, Mean Length: 31542.0
Chromosome: PYGN01003516.1, Mean Length: 5576.333333333333
Chromosome: PYGN01017124.1, Mean Length: 2114.0
Chromosome: PYGN01009653.1, Mean Length: 11399.0
Chromosome: PYGN01014378.1, Mean Length: 4146.0
Chromosome: PYGN01018544.1, Mean Length: 1076.0
Chromosome: PYGN01001670.1, Mean Length: 71261.25
Chromosome: PYGN01011579.1, Mean Length: 7408.0
Chromosome: PYGN01004012.1, Mean Length: 17424.0
Chromosome: PYGN01010784.1, Mean Length: 5737.0
Chromosome: PYGN01022427.1, Mean Length: 7854.0
Chromosome: PYGN01018978.1, Mean Length: 1199.0
Chromosome: PYGN01011743.1, Mean Length: 4803.0
Chromosome: PYGN01005808.1, Mean Length: 6066.0
Chromosome: PYGN01010793.1, Mean Length: 6359.0
Chromosome: PYGN01009830.1, Mean Length: 7004.0
Chromosome: PYGN01024816.1, Mean Length: 2033.0
Chromosome: PYGN01001299.1, Mean Length: 14952.933333333332
Chromosome: PYGN01017742.1, Mean Length: 6338.0
Chromosome: PYGN01005240.1, Mean Length: 12200.0
Chromosome: PYGN01017338.1, Mean Length: 4556.0
Chromosome: PYGN01019016.1, Mean Length: 1892.0
Chromosome: PYGN01017982.1, Mean Length: 7259.0
Chromosome: PYGN01010757.1, Mean Length: 6059.0
Chromosome: PYGN01007640.1, Mean Length: 5116.0
Chromosome: PYGN01020754.1, Mean Length: 1255.0
Chromosome: PYGN01005496.1, Mean Length: 15208.0
Chromosome: PYGN01004146.1, Mean Length: 18794.0
Chromosome: PYGN01018144.1, Mean Length: 1152.0
Chromosome: PYGN01020807.1, Mean Length: 1934.0
Chromosome: PYGN01021883.1, Mean Length: 1267.0
Chromosome: PYGN01009640.1, Mean Length: 3203.3333333333335
Chromosome: PYGN01022406.1, Mean Length: 1606.0
Chromosome: PYGN01014709.1, Mean Length: 3909.0
Chromosome: PYGN01024375.1, Mean Length: 1884.0
Chromosome: PYGN01006278.1, Mean Length: 15062.0
Chromosome: PYGN01016722.1, Mean Length: 3492.0
Chromosome: PYGN01009963.1, Mean Length: 6186.0
Chromosome: PYGN01017550.1, Mean Length: 5425.0
Chromosome: PYGN01016871.1, Mean Length: 3767.0
Chromosome: PYGN01009594.1, Mean Length: 4605.0
Chromosome: PYGN01021559.1, Mean Length: 1450.0
Chromosome: PYGN01002716.1, Mean Length: 38623.0
Chromosome: PYGN01015334.1, Mean Length: 3961.0
Chromosome: PYGN01011012.1, Mean Length: 5749.0
Chromosome: PYGN01011003.1, Mean Length: 4776.0
Chromosome: PYGN01011896.1, Mean Length: 5517.0
Chromosome: PYGN01002502.1, Mean Length: 71547.0
Chromosome: PYGN01003052.1, Mean Length: 13663.0
Chromosome: PYGN01016037.1, Mean Length: 3965.0
Chromosome: PYGN01008323.1, Mean Length: 7272.0
Chromosome: PYGN01024292.1, Mean Length: 1215.0
Chromosome: PYGN01009169.1, Mean Length: 6507.0
Chromosome: PYGN01017153.1, Mean Length: 2563.0
Chromosome: PYGN01017731.1, Mean Length: 3098.0
Chromosome: PYGN01010053.1, Mean Length: 5718.0
Chromosome: PYGN01005484.1, Mean Length: 9464.0
Chromosome: PYGN01003833.1, Mean Length: 15262.0
Chromosome: PYGN01000878.1, Mean Length: 62315.5
Chromosome: PYGN01012207.1, Mean Length: 2880.0
Chromosome: PYGN01003618.1, Mean Length: 25201.0
Chromosome: PYGN01017090.1, Mean Length: 4320.0
Chromosome: PYGN01015299.1, Mean Length: 3661.0
Chromosome: PYGN01008058.1, Mean Length: 4375.0
Chromosome: PYGN01011919.1, Mean Length: 4665.0
Chromosome: PYGN01008931.1, Mean Length: 4617.0
Chromosome: PYGN01008005.1, Mean Length: 7676.0
Chromosome: PYGN01000873.1, Mean Length: 47439.142857142855
Chromosome: PYGN01009668.1, Mean Length: 9404.0
Chromosome: PYGN01004701.1, Mean Length: 29951.0
Chromosome: PYGN01019262.1, Mean Length: 1542.0
Chromosome: PYGN01003281.1, Mean Length: 23786.0
Chromosome: PYGN01006279.1, Mean Length: 6793.0
Chromosome: PYGN01009441.1, Mean Length: 5748.0
Chromosome: PYGN01024123.1, Mean Length: 2133.0
Chromosome: PYGN01017689.1, Mean Length: 1972.0
Chromosome: PYGN01014488.1, Mean Length: 4279.0
Chromosome: PYGN01022758.1, Mean Length: 3764.5
Chromosome: PYGN01022182.1, Mean Length: 2224.0
Chromosome: PYGN01011277.1, Mean Length: 6272.0
Chromosome: PYGN01003318.1, Mean Length: 29609.0
Chromosome: PYGN01005860.1, Mean Length: 19246.0
Chromosome: PYGN01023940.1, Mean Length: 1059.0
Chromosome: PYGN01002152.1, Mean Length: 54913.666666666664
Chromosome: PYGN01021316.1, Mean Length: 1209.0
Chromosome: PYGN01007906.1, Mean Length: 8710.0
Chromosome: PYGN01013983.1, Mean Length: 4251.0
Chromosome: PYGN01016745.1, Mean Length: 4370.0
Chromosome: PYGN01010459.1, Mean Length: 6267.0
Chromosome: PYGN01019361.1, Mean Length: 1389.0
Chromosome: PYGN01022479.1, Mean Length: 1284.0
Chromosome: PYGN01021655.1, Mean Length: 1115.0
Chromosome: PYGN01013753.1, Mean Length: 4177.0
Chromosome: PYGN01022220.1, Mean Length: 1178.0
Chromosome: PYGN01006094.1, Mean Length: 9481.0
Chromosome: PYGN01018390.1, Mean Length: 1872.0
Chromosome: PYGN01022422.1, Mean Length: 959.0
Chromosome: PYGN01012118.1, Mean Length: 6478.0
Chromosome: PYGN01008523.1, Mean Length: 6570.0
Chromosome: PYGN01017245.1, Mean Length: 4025.0
Chromosome: PYGN01012917.1, Mean Length: 8668.0
Chromosome: PYGN01012107.1, Mean Length: 5356.0
Chromosome: PYGN01000845.1, Mean Length: 25540.071428571428
Chromosome: PYGN01006482.1, Mean Length: 7892.0
Chromosome: PYGN01020697.1, Mean Length: 1748.0
Chromosome: PYGN01005664.1, Mean Length: 15222.0
Chromosome: PYGN01024154.1, Mean Length: 1143.0
Chromosome: PYGN01006573.1, Mean Length: 9065.0
Chromosome: PYGN01021600.1, Mean Length: 1564.0
Chromosome: PYGN01000646.1, Mean Length: 57570.333333333336
Chromosome: PYGN01002653.1, Mean Length: 3434.0
Chromosome: PYGN01023549.1, Mean Length: 994.0
Chromosome: PYGN01011753.1, Mean Length: 5510.0
Chromosome: PYGN01012778.1, Mean Length: 4458.0
Chromosome: PYGN01008981.1, Mean Length: 8522.0
Chromosome: PYGN01007886.1, Mean Length: 7165.0
Chromosome: PYGN01005143.1, Mean Length: 13671.0
Chromosome: PYGN01002457.1, Mean Length: 52783.0
Chromosome: PYGN01014560.1, Mean Length: 3491.0
Chromosome: PYGN01017297.1, Mean Length: 9265.0
Chromosome: PYGN01024027.1, Mean Length: 1812.0
Chromosome: PYGN01010729.1, Mean Length: 7233.0
Chromosome: PYGN01008135.1, Mean Length: 6511.0
Chromosome: PYGN01016013.1, Mean Length: 3683.0
Chromosome: PYGN01014167.1, Mean Length: 4095.0
Chromosome: PYGN01009875.1, Mean Length: 5206.0
Chromosome: PYGN01006392.1, Mean Length: 11202.0
Chromosome: PYGN01008885.1, Mean Length: 5700.0
Chromosome: PYGN01015639.1, Mean Length: 7564.0
Chromosome: PYGN01013335.1, Mean Length: 2963.0
Chromosome: PYGN01019044.1, Mean Length: 1171.0
Chromosome: PYGN01003369.1, Mean Length: 25069.0
Chromosome: PYGN01004002.1, Mean Length: 23488.0
Chromosome: PYGN01001865.1, Mean Length: 49397.75
Chromosome: PYGN01006880.1, Mean Length: 10320.0
Chromosome: PYGN01014832.1, Mean Length: 5171.0
Chromosome: PYGN01010914.1, Mean Length: 10242.0
Chromosome: PYGN01011262.1, Mean Length: 5438.0
Chromosome: PYGN01011050.1, Mean Length: 5503.0
Chromosome: PYGN01016085.1, Mean Length: 3354.0
Chromosome: PYGN01022274.1, Mean Length: 2264.0
Chromosome: PYGN01009610.1, Mean Length: 7554.0
Chromosome: PYGN01008639.1, Mean Length: 5264.0
Chromosome: PYGN01009950.1, Mean Length: 6920.0
Chromosome: PYGN01013988.1, Mean Length: 3573.0
Chromosome: PYGN01000096.1, Mean Length: 107860.46666666666
Chromosome: PYGN01004469.1, Mean Length: 13347.0
Chromosome: PYGN01018419.1, Mean Length: 1531.0
Chromosome: PYGN01024038.1, Mean Length: 1986.0
Chromosome: PYGN01002613.1, Mean Length: 63502.0
Chromosome: PYGN01002206.1, Mean Length: 53289.666666666664
Chromosome: PYGN01012288.1, Mean Length: 13141.0
Chromosome: PYGN01001420.1, Mean Length: 54069.25
Chromosome: PYGN01016310.1, Mean Length: 4742.0
Chromosome: PYGN01012934.1, Mean Length: 3618.0
Chromosome: PYGN01005428.1, Mean Length: 7552.0
Chromosome: PYGN01020323.1, Mean Length: 2223.0
Chromosome: PYGN01006399.1, Mean Length: 8739.0
Chromosome: PYGN01002263.1, Mean Length: 32615.0
Chromosome: PYGN01006083.1, Mean Length: 9898.0
Chromosome: PYGN01005372.1, Mean Length: 10459.0
Chromosome: PYGN01007438.1, Mean Length: 19625.0
Chromosome: PYGN01001635.1, Mean Length: 8714.5
Chromosome: PYGN01006680.1, Mean Length: 14380.0
Chromosome: PYGN01019167.1, Mean Length: 1215.0
Chromosome: PYGN01009061.1, Mean Length: 4355.0
Chromosome: PYGN01018492.1, Mean Length: 1557.0
Chromosome: PYGN01000608.1, Mean Length: 12200.71052631579
Chromosome: PYGN01002969.1, Mean Length: 15657.666666666666
Chromosome: PYGN01009863.1, Mean Length: 6943.0
Chromosome: PYGN01015307.1, Mean Length: 3045.0
Chromosome: PYGN01002869.1, Mean Length: 70233.0
Chromosome: PYGN01014193.1, Mean Length: 6549.0
Chromosome: PYGN01018675.1, Mean Length: 2087.0
Chromosome: PYGN01011121.1, Mean Length: 6368.0
Chromosome: PYGN01002233.1, Mean Length: 93793.5
Chromosome: PYGN01011058.1, Mean Length: 7270.0
Chromosome: PYGN01003399.1, Mean Length: 2315.5
Chromosome: PYGN01023844.1, Mean Length: 4224.0
Chromosome: PYGN01014607.1, Mean Length: 1229.0
Chromosome: PYGN01011756.1, Mean Length: 8918.0
Chromosome: PYGN01002158.1, Mean Length: 121322.0
Chromosome: PYGN01018482.1, Mean Length: 1481.0
Chromosome: PYGN01024088.1, Mean Length: 1001.0
Chromosome: PYGN01013042.1, Mean Length: 3397.0
Chromosome: PYGN01003946.1, Mean Length: 21947.0
Chromosome: PYGN01001193.1, Mean Length: 63065.75
Chromosome: PYGN01001794.1, Mean Length: 44768.2
Chromosome: PYGN01012652.1, Mean Length: 2532.0
Chromosome: PYGN01005528.1, Mean Length: 8871.0
Chromosome: PYGN01022781.1, Mean Length: 2128.0
Chromosome: PYGN01011112.1, Mean Length: 4710.0
Chromosome: PYGN01014800.1, Mean Length: 2537.0
Chromosome: PYGN01001680.1, Mean Length: 32263.666666666668
Chromosome: PYGN01011520.1, Mean Length: 8068.0
Chromosome: PYGN01010290.1, Mean Length: 4465.0
Chromosome: PYGN01020170.1, Mean Length: 1539.0
Chromosome: PYGN01024323.1, Mean Length: 1404.0
Chromosome: PYGN01017497.1, Mean Length: 6991.0
Chromosome: PYGN01002120.1, Mean Length: 30645.5
Chromosome: PYGN01017198.1, Mean Length: 2207.0
Chromosome: PYGN01006703.1, Mean Length: 9458.0
Chromosome: PYGN01010621.1, Mean Length: 5827.0
Chromosome: PYGN01002671.1, Mean Length: 22114.5
Chromosome: PYGN01017789.1, Mean Length: 3723.0
Chromosome: PYGN01023344.1, Mean Length: 1526.0
Chromosome: PYGN01009672.1, Mean Length: 4219.0
Chromosome: PYGN01021009.1, Mean Length: 1508.0
Chromosome: PYGN01009681.1, Mean Length: 8835.0
Chromosome: PYGN01007577.1, Mean Length: 9498.0
Chromosome: PYGN01023150.1, Mean Length: 1448.0
Chromosome: PYGN01010997.1, Mean Length: 5814.0
Chromosome: PYGN01004178.1, Mean Length: 17948.0
Chromosome: PYGN01019980.1, Mean Length: 2178.0
Chromosome: PYGN01017363.1, Mean Length: 3837.0
Chromosome: PYGN01020646.1, Mean Length: 2301.0
Chromosome: PYGN01010874.1, Mean Length: 3421.0
Chromosome: PYGN01011752.1, Mean Length: 7784.0
Chromosome: PYGN01001487.1, Mean Length: 50933.5
Chromosome: PYGN01006841.1, Mean Length: 11681.0
Chromosome: PYGN01015503.1, Mean Length: 10075.0
Chromosome: PYGN01007272.1, Mean Length: 9123.0
Chromosome: PYGN01022521.1, Mean Length: 1112.0
Chromosome: PYGN01016031.1, Mean Length: 3170.0
Chromosome: PYGN01000498.1, Mean Length: 64863.72727272727
Chromosome: PYGN01007153.1, Mean Length: 15277.0
Chromosome: PYGN01020720.1, Mean Length: 1348.0
Chromosome: PYGN01018587.1, Mean Length: 3352.0
Chromosome: PYGN01006439.1, Mean Length: 6135.0
Chromosome: PYGN01021673.1, Mean Length: 1344.0
Chromosome: PYGN01012267.1, Mean Length: 4373.0
Chromosome: PYGN01024343.1, Mean Length: 1891.0
Chromosome: PYGN01001321.1, Mean Length: 27127.277777777777
Chromosome: PYGN01018353.1, Mean Length: 2174.0
Chromosome: PYGN01023926.1, Mean Length: 1104.0
Chromosome: PYGN01017811.1, Mean Length: 1146.0
Chromosome: PYGN01012374.1, Mean Length: 4544.0
Chromosome: PYGN01005640.1, Mean Length: 10948.0
Chromosome: PYGN01008106.1, Mean Length: 11353.0
Chromosome: PYGN01019285.1, Mean Length: 1409.0
Chromosome: PYGN01023279.1, Mean Length: 1641.0
Chromosome: PYGN01021360.1, Mean Length: 2657.0
Chromosome: PYGN01010622.1, Mean Length: 8273.0
Chromosome: PYGN01006032.1, Mean Length: 14270.0
Chromosome: PYGN01015182.1, Mean Length: 2947.0
Chromosome: PYGN01001074.1, Mean Length: 58341.444444444445
Chromosome: PYGN01002678.1, Mean Length: 34118.0
Chromosome: PYGN01010533.1, Mean Length: 9187.0
Chromosome: PYGN01014135.1, Mean Length: 3436.0
Chromosome: PYGN01004757.1, Mean Length: 13835.0
Chromosome: PYGN01004433.1, Mean Length: 16573.0
Chromosome: PYGN01007858.1, Mean Length: 24579.0
Chromosome: PYGN01004822.1, Mean Length: 14818.0
Chromosome: PYGN01004998.1, Mean Length: 19566.0
Chromosome: PYGN01014498.1, Mean Length: 3478.0
Chromosome: PYGN01018176.1, Mean Length: 1292.0
Chromosome: PYGN01022992.1, Mean Length: 1187.0
Chromosome: PYGN01022746.1, Mean Length: 1772.0
Chromosome: PYGN01007189.1, Mean Length: 7471.0
Chromosome: PYGN01008627.1, Mean Length: 10641.0
Chromosome: PYGN01007109.1, Mean Length: 10431.0
Chromosome: PYGN01019409.1, Mean Length: 1083.0
Chromosome: PYGN01010254.1, Mean Length: 8199.0
Chromosome: PYGN01001671.1, Mean Length: 14477.666666666666
Chromosome: PYGN01003193.1, Mean Length: 46015.0
Chromosome: PYGN01014392.1, Mean Length: 4249.0
Chromosome: PYGN01008419.1, Mean Length: 12438.0
Chromosome: PYGN01015847.1, Mean Length: 3628.0
Chromosome: PYGN01006734.1, Mean Length: 9418.0
Chromosome: PYGN01011965.1, Mean Length: 6680.0
Chromosome: PYGN01012752.1, Mean Length: 1167.0
Chromosome: PYGN01013632.1, Mean Length: 6443.0
Chromosome: PYGN01018932.1, Mean Length: 1007.0
Chromosome: PYGN01003230.1, Mean Length: 20318.5
Chromosome: PYGN01015971.1, Mean Length: 5329.0
Chromosome: PYGN01024423.1, Mean Length: 2718.0
Chromosome: PYGN01007222.1, Mean Length: 9260.0
Chromosome: PYGN01016579.1, Mean Length: 2460.0
Chromosome: PYGN01020982.1, Mean Length: 1518.0
Chromosome: PYGN01003730.1, Mean Length: 20659.0
Chromosome: PYGN01016831.1, Mean Length: 2958.0
Chromosome: PYGN01009605.1, Mean Length: 12343.0
Chromosome: PYGN01015601.1, Mean Length: 3614.0
Chromosome: PYGN01021281.1, Mean Length: 1336.0
Chromosome: PYGN01024479.1, Mean Length: 1271.0
Chromosome: PYGN01011171.1, Mean Length: 5049.0
